,year,prizename,nominationstatement,films,charactor,songtitle,publicnote,Ccodetyp,win
111,1929,WRITING,(John Meehan),The Divorcee,,,"[NOTE: For the third Academy Awards no certificates of nomination were given out in this category, only the titles of the nominated films and their companies were listed.  When the winners were revealed, only the names of the individuals involved with the winning achievements were announced.  The name(s) of those credited with this achievement are indicated here in parens.]",actingorsimilar,0
112,1929,WRITING,(Howard Estabrook),Street of Chance,,,"[NOTE: For the third Academy Awards no certificates of nomination were given out in this category, only the titles of the nominated films and their companies were listed.  When the winners were revealed, only the names of the individuals involved with the winning achievements were announced.  The name(s) of those credited with this achievement are indicated here in parens.]",actingorsimilar,0
113,1930,ACTOR,Lionel Barrymore,A Free Soul,"{""Stephen Ashe""}",,,actingorsimilar,1
114,1930,ACTOR,Jackie Cooper,Skippy,"{""Skippy Skinner""}",,,actingorsimilar,0
115,1930,ACTOR,Richard Dix,Cimarron,"{""Yancey Cravat""}",,,actingorsimilar,0
116,1930,ACTOR,Fredric March,The Royal Family of Broadway,"{""Tony Cavendish""}",,,actingorsimilar,0
117,1930,ACTOR,Adolphe Menjou,The Front Page,"{""Walter Burns""}",,,actingorsimilar,0
118,1930,ACTRESS,Marlene Dietrich,Morocco,"{""Amy Jolly""}",,,actingorsimilar,0
119,1930,ACTRESS,Marie Dressler,Min and Bill,"{""Min""}",,,actingorsimilar,1
120,1930,ACTRESS,Irene Dunne,Cimarron,"{""Sabra Cravat""}",,,actingorsimilar,0
121,1930,ACTRESS,Ann Harding,Holiday,"{""Linda Seton""}",,,actingorsimilar,0
122,1930,ACTRESS,Norma Shearer,A Free Soul,"{""Jan Ashe""}",,,actingorsimilar,0
123,1930,ART DIRECTION,Max Rée,Cimarron,,,,actingorsimilar,1
124,1930,ART DIRECTION,"Stephen Goosson, Ralph Hammeras",Just Imagine,,,,actingorsimilar,0
125,1930,ART DIRECTION,Hans Dreier,Morocco,,,,actingorsimilar,0
126,1930,ART DIRECTION,Anton Grot,Svengali,,,,actingorsimilar,0
127,1930,ART DIRECTION,Richard Day,Whoopee!,,,,actingorsimilar,0
128,1930,CINEMATOGRAPHY,Edward Cronjager,Cimarron,,,,actingorsimilar,0
129,1930,CINEMATOGRAPHY,Lee Garmes,Morocco,,,,actingorsimilar,0
130,1930,CINEMATOGRAPHY,Charles Lang,The Right to Love,,,,actingorsimilar,0
131,1930,CINEMATOGRAPHY,"Barney ""Chick"" McGill",Svengali,,,,actingorsimilar,0
132,1930,CINEMATOGRAPHY,Floyd Crosby,Tabu,,,,actingorsimilar,1
133,1930,DIRECTING,Wesley Ruggles,Cimarron,,,,actingorsimilar,0
134,1930,DIRECTING,Clarence Brown,A Free Soul,,,,actingorsimilar,0
135,1930,DIRECTING,Lewis Milestone,The Front Page,,,,actingorsimilar,0
136,1930,DIRECTING,Josef Von Sternberg,Morocco,,,,actingorsimilar,0
137,1930,DIRECTING,Norman Taurog,Skippy,,,,actingorsimilar,1
138,1930,OUTSTANDING PRODUCTION,RKO Radio,Cimarron,,,,actingorsimilar,1
139,1930,OUTSTANDING PRODUCTION,Fox,East Lynne,,,,actingorsimilar,0
140,1930,OUTSTANDING PRODUCTION,The Caddo Company,The Front Page,,,,actingorsimilar,0
141,1930,OUTSTANDING PRODUCTION,Paramount Publix,Skippy,,,,actingorsimilar,0
142,1930,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Trader Horn,,,,actingorsimilar,0
143,1930,SOUND RECORDING,Samuel Goldwyn - United Artists Studio Sound Department,,,,[NOTE: This nomination was not associated with any specific film title.],other,0
144,1930,SOUND RECORDING,Metro-Goldwyn-Mayer Studio Sound Department,,,,[NOTE: This nomination was not associated with any specific film title.],other,0
145,1930,SOUND RECORDING,Paramount Publix Studio Sound Department,,,,[NOTE: This award was not associated with any specific film title.],other,1
146,1930,SOUND RECORDING,RKO Radio Studio Sound Department,,,,[NOTE: This nomination was not associated with any specific film title.],other,0
147,1930,WRITING (Adaptation),Howard Estabrook,Cimarron,,,,actingorsimilar,1
148,1930,WRITING (Adaptation),"Seton I. Miller, Fred Niblo, Jr.",The Criminal Code,,,,actingorsimilar,0
149,1930,WRITING (Adaptation),Horace Jackson,Holiday,,,,actingorsimilar,0
150,1930,WRITING (Adaptation),"Francis Faragoh, Robert N. Lee",Little Caesar,,,,actingorsimilar,0
151,1930,WRITING (Adaptation),"Joseph L. Mankiewicz, Sam Mintz",Skippy,,,,actingorsimilar,0
152,1930,WRITING (Original Story),John Monk Saunders,The Dawn Patrol,,,,actingorsimilar,1
153,1930,WRITING (Original Story),Rowland Brown,The Doorway to Hell,,,,actingorsimilar,0
154,1930,WRITING (Original Story),"Harry d'Abbadie d'Arrast, Douglas Doty, Donald Ogden Stewart",Laughter,,,,actingorsimilar,0
155,1930,WRITING (Original Story),"John Bright, Kubec Glasmon",The Public Enemy,,,,actingorsimilar,0
156,1930,WRITING (Original Story),"Lucien Hubbard, Joseph Jackson",Smart Money,,,,actingorsimilar,0
157,1931,ACTOR,Wallace Beery,The Champ,"{""Champ""}",,"[NOTE: A tie.  Mr. Beery had one vote less than Fredric March (Dr. Jekyll and Mr. Hyde), and rules at the time stated that if any achievement came within three votes of the First Award, it would be considered a tie.]",actingorsimilar,1
158,1931,ACTOR,Alfred Lunt,The Guardsman,"{""The Actor""}",,"[NOTE: A tie.  Mr. Beery had one vote less than Fredric March (Dr. Jekyll and Mr. Hyde), and rules at the time stated that if any achievement came within three votes of the First Award, it would be considered a tie.]",actingorsimilar,0
159,1931,ACTOR,Fredric March,Dr. Jekyll and Mr. Hyde,"{""Dr. Henry Jekyll/Mr. Hyde""}",,"[NOTE: A tie.  Wallace Beery (The Champ) had one vote less than Mr. March, and rules at the time stated that if any achievement came within three votes of the First Award, it would be considered a tie.]",actingorsimilar,1
160,1931,ACTRESS,Marie Dressler,Emma,"{""Emma""}",,,actingorsimilar,0
161,1931,ACTRESS,Lynn Fontanne,The Guardsman,"{""The Actress""}",,,actingorsimilar,0
162,1931,ACTRESS,Helen Hayes,The Sin of Madelon Claudet,"{""Madelon""}",,,actingorsimilar,1
163,1931,ART DIRECTION,Lazare Meerson,À Nous la Liberté,,,,actingorsimilar,0
164,1931,ART DIRECTION,Richard Day,Arrowsmith,,,,actingorsimilar,0
165,1931,ART DIRECTION,Gordon Wiles,Transatlantic,,,,actingorsimilar,1
166,1931,CINEMATOGRAPHY,Ray June,Arrowsmith,,,,actingorsimilar,0
167,1931,CINEMATOGRAPHY,Karl Struss,Dr. Jekyll and Mr. Hyde,,,,actingorsimilar,0
168,1931,CINEMATOGRAPHY,Lee Garmes,Shanghai Express,,,,actingorsimilar,1
169,1931,DIRECTING,Frank Borzage,Bad Girl,,,,actingorsimilar,1
170,1931,DIRECTING,King Vidor,The Champ,,,,actingorsimilar,0
171,1931,DIRECTING,Josef Von Sternberg,Shanghai Express,,,,actingorsimilar,0
172,1931,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Arrowsmith,,,,actingorsimilar,0
173,1931,OUTSTANDING PRODUCTION,Fox,Bad Girl,,,,actingorsimilar,0
174,1931,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Champ,,,,actingorsimilar,0
175,1931,OUTSTANDING PRODUCTION,First National,Five Star Final,,,,actingorsimilar,0
176,1931,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Grand Hotel,,,,actingorsimilar,1
177,1931,OUTSTANDING PRODUCTION,Paramount Publix,One Hour with You,,,,actingorsimilar,0
178,1931,OUTSTANDING PRODUCTION,Paramount Publix,Shanghai Express,,,,actingorsimilar,0
179,1931,OUTSTANDING PRODUCTION,Paramount Publix,The Smiling Lieutenant,,,,actingorsimilar,0
180,1931,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Flowers and Trees,,,,other,1
181,1931,SHORT SUBJECT (Cartoon),"Leon Schlesinger, Producer",It's Got Me Again,,,,other,0
182,1931,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Mickey's Orphans,,,,other,0
183,1931,SHORT SUBJECT (Comedy),"Mack Sennett, Producer",The Loud Mouth,,,,other,0
184,1931,SHORT SUBJECT (Comedy),"Hal Roach, Producer",The Music Box,,,,other,1
185,1931,SHORT SUBJECT (Comedy),RKO Radio,Scratch-As-Catch-Can,,,,other,0
186,1931,SHORT SUBJECT (Comedy),RKO Radio,Stout Hearts and Willing Hands,,,"[NOTE: THIS IS NOT AN OFFICIAL NOMINATION.  Originally announced as one of the nominees in this category, but before the final voting was done, this film was disqualified and was replaced by another RKO Radio short, Scratch-As-Catch-Can.  No documentation has been found as to why this film was disqualified.]",other,0
187,1931,SHORT SUBJECT (Novelty),Paramount Publix,Screen Souvenirs,,,,other,0
188,1931,SHORT SUBJECT (Novelty),Metro-Goldwyn-Mayer,Swing High,,,,other,0
189,1931,SHORT SUBJECT (Novelty),"Mack Sennett, Producer",Wrestling Swordfish,,,,other,1
190,1931,SOUND RECORDING,Metro-Goldwyn-Mayer Studio Sound Department,,,,[NOTE: This nomination was not associated with any specific film title.],other,0
191,1931,SOUND RECORDING,Paramount Publix Studio Sound Department,,,,[NOTE: This award was not associated with any specific film title.],other,1
192,1931,SOUND RECORDING,RKO Radio Studio Sound Department,,,,[NOTE: This nomination was not associated with any specific film title.],other,0
193,1931,SOUND RECORDING,Warner Bros.-First National Studio Sound Department,,,,[NOTE: This nomination was not associated with any specific film title.],other,0
